ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
58100,,01.12.1991,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,68.75,NA,,,,,,,,,01.05.2020,"Spine—cervical (R)
",,,NA,NA,51.60,58.45,NA
58103,,01.12.1991,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,56.45,NA,,,,,,,,,01.05.2020,"Spine—thoracic (R)
",,,NA,NA,42.35,48.00,NA
58106,,01.12.1991,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,78.85,NA,,,,,,,,,01.05.2020,"Spine—lumbosacral (R)
",,,NA,NA,59.15,67.05,NA
58108,,01.11.2001,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.11.2001,01.07.2021,112.65,NA,,,,,,,,,01.05.2020,"Spine—4 regions, cervical, thoracic, lumbosacral and sacrococcygeal (R)
",,,NA,NA,84.50,95.80,NA
58109,,01.12.1991,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,48.15,NA,,,,,,,,,01.05.2020,"Spine—sacrococcygeal (R)
",,,NA,NA,36.15,40.95,NA
58112,,01.12.1991,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,99.60,NA,,,,,,,,,01.05.2020,"NOTE:An account issued or a patient assignment form must show the item numbers of the examinations performed under this item Spine—2 examinations of the kind mentioned in items 58100, 58103, 58106 and 58109 (R)
",,,NA,NA,74.70,84.70,NA
58115,,01.12.1991,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,112.65,NA,,,,,,,,,01.05.2020,"NOTE:An account issued or a patient assignment form must show the item numbers of the examinations performed under this item Spine—3 examinations of the kind mentioned in items 58100, 58103, 58106 and 58109 (R)
",,,NA,NA,84.50,95.80,NA
58120,,01.01.2010,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.01.2010,01.07.2021,112.65,NA,,,,,,,,,01.05.2020,"Spine—4 regions, cervical, thoracic, lumbosacral and sacrococcygeal, if the service to which item 58120 or 58121 applies has not been performed on the same patient within the same calendar year (R)
",,,NA,NA,84.50,95.80,NA
58121,,01.01.2010,,5,I3,4,,S,N,,N,N,N,N,N,N,N,C,01.01.2010,01.07.2021,112.65,NA,,,,,,,,,01.05.2020,"NOTE:An account issued or a patient assignment form must show the item numbers of the examinations performed under this item Spine—3 examinations of the kind mentioned in items 58100, 58103, 58106 and 58109, if the service to which item 58120 or 58121 applies has not been performed on the same patient within the same calendar year (R)
",,,NA,NA,84.50,95.80,NA
58300,,01.12.1991,,5,I3,5,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,41.05,NA,,,,,,,,,01.05.2020,"Bone age study (R)
",,,NA,NA,30.80,34.90,NA
58306,,01.12.1991,,5,I3,5,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,91.55,NA,,,,,,,,,01.05.2020,"Skeletal survey (R)
",,,NA,NA,68.70,77.85,NA
58500,,01.12.1991,,5,I3,6,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,36.20,NA,,,,,,,,,01.05.2020,"Chest (lung fields) by direct radiography (NR)
",,,NA,NA,27.15,30.80,NA
58503,,01.12.1991,,5,I3,6,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,48.30,NA,,,,,,,,,01.05.2020,"Chest (lung fields) by direct radiography (R)
",,,NA,NA,36.25,41.10,NA
58506,,01.12.1991,,5,I3,6,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,62.20,NA,,,,,,,,,01.05.2020,"Chest (lung fields) by direct radiography with fluoroscopic screening (R)
",,,NA,NA,46.65,52.90,NA
58509,,01.12.1991,,5,I3,6,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,40.70,NA,,,,,,,,,01.05.2020,"Thoracic inlet or trachea (R)
",,,NA,NA,30.55,34.60,NA
58521,,01.12.1991,,5,I3,6,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,44.45,NA,,,,,,,,,01.05.2020,"Left ribs, right ribs or sternum (R)
",,,NA,NA,33.35,37.80,NA
58524,,01.12.1991,,5,I3,6,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,57.85,NA,,,,,,,,,01.05.2020,"Left and right ribs, left ribs and sternum, or right ribs and sternum (R)
",,,NA,NA,43.40,49.20,NA
58527,,01.12.1991,,5,I3,6,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,71.10,NA,,,,,,,,,01.05.2020,"Left ribs, right ribs and sternum (R)
",,,NA,NA,53.35,60.45,NA
58700,,01.12.1991,,5,I3,7,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,47.15,NA,,,,,,,,,01.05.2020,"Plain renal only (R)
",,,NA,NA,35.40,40.10,NA
58706,,01.12.1991,,5,I3,7,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,161.70,NA,,,,,,,,,01.05.2020,"Intravenous pyelography, with or without preliminary plain films and with or without tomography (R)
",,,NA,NA,121.30,137.45,NA
58715,,01.12.1991,,5,I3,7,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,155.20,NA,,,,,,,,,01.05.2020,"Antegrade or retrograde pyelography with or without preliminary plain films and with preparation and contrast injection, one side (R)
",,,NA,NA,116.40,131.95,NA
58718,,01.12.1991,,5,I3,7,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,129.15,NA,,,,,,,,,01.05.2020,"Retrograde cystography or retrograde urethrography with or without preliminary plain films and with preparation and contrast injection (R) (Anaes.)
",,,NA,NA,96.90,109.80,Y
58721,,01.12.1991,,5,I3,7,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,141.55,NA,,,,,,,,,01.05.2020,"Retrograde micturating cysto urethrography, with preparation and contrast injection (R) (Anaes.)
",,,NA,NA,106.20,120.35,Y
58900,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,36.60,NA,,,,,,,,,01.05.2020,"Plain abdominal only, not being a service associated with a service to which item 58909, 58912 or 58915 applies (NR)
",,,NA,NA,27.45,31.15,NA
58903,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,48.75,NA,,,,,,,,,01.05.2020,"Plain abdominal only, not being a service associated with a service to which item 58909, 58912 or 58915 applies (R)
",,,NA,NA,36.60,41.45,NA
58909,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,92.10,NA,,,,,,,,,01.05.2020,"Barium or other opaque meal of one or more of pharynx, oesophagus, stomach or duodenum, with or without preliminary plain films of pharynx, chest or duodenum, not being a service associated with a service to which item 57939, 57942 or 57945 applies (R)
",,,NA,NA,69.10,78.30,NA
58912,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,112.90,NA,,,,,,,,,01.05.2020,"Barium or other opaque meal of oesophagus, stomach, duodenum and follow through to colon, with or without screening of chest and with or without preliminary plain film (R)
",,,NA,NA,84.70,96.00,NA
58915,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,80.85,NA,,,,,,,,,01.05.2020,"Barium or other opaque meal, small bowel series only, with or without preliminary plain film (R)
",,,NA,NA,60.65,68.75,NA
58916,,01.11.1997,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.11.1997,01.07.2021,141.85,NA,,,,,,,,,01.05.2020,"Small bowel enema, barium or other opaque study of the small bowel, including duodenal intubation, with or without preliminary plain films, not being a service associated with a service to which item 30488 applies (R) (Anaes.)
",,,NA,NA,106.40,120.60,Y
58921,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,138.55,NA,,,,,,,,,01.05.2020,"Opaque enema, with or without air contrast study and with or without preliminary plain films (R)
",,,NA,NA,103.95,117.80,NA
58927,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,78.30,NA,,,,,,,,,01.05.2020,"Cholegraphy direct, with or without preliminary plain films and with preparation and contrast injection, not being a service associated with a service to which item 30439 applies (R)
",,,NA,NA,58.75,66.60,NA
58933,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,210.60,NA,,,,,,,,,01.05.2020,"Cholegraphy, percutaneous transhepatic, with or without preliminary plain films and with preparation and contrast injection (R)
",,,NA,NA,157.95,179.05,NA
58936,,01.12.1991,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,200.70,NA,,,,,,,,,01.05.2020,"Cholegraphy, drip infusion, with or without preliminary plain films, with preparation and contrast injection and with or without tomography (R)
",,,NA,NA,150.55,170.60,NA
58939,,01.11.1996,,5,I3,8,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.07.2021,142.65,NA,,,,,,,,,01.05.2020,"Defaecogram (R)
",,,NA,NA,107.00,121.30,NA
59103,,01.12.1991,,5,I3,9,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.07.2021,21.80,NA,,,,,,,,,01.11.2009,"Localisation of foreign body, if provided in conjunction with a service described in Subgroups 1 to 12 of Group I3 (R)
",,,NA,NA,16.35,18.55,NA
59300,,01.12.1991,,5,I3,10,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,91.65,NA,,,,,,,,,01.05.2020,"Mammography of both breasts if there is reason to suspect the presence of malignancy because of:(a) the past occurrence of breast malignancy in the patient; or(b) significant history of breast or ovarian malignancy in the patient’s family; or(c) symptoms or indications of breast disease found on examination of the patient by a medical practitioner (R) (Note: These items are intended for use in the investigation of a clinical abnormality of the breast/s and NOT for individual, group or opportunistic screening of asymptomatic patients)
",,,NA,NA,68.75,77.95,NA
59302,,01.11.2018,,5,I3,10,,D,N,,N,N,N,N,N,N,N,C,01.11.2018,01.07.2021,206.90,NA,,,,,,,,,01.05.2020,"Three dimensional tomosynthesis of both breasts, if there is reason to suspect the presence of malignancy because of: a) the past occurrence of breast malignancy in the patient; or b) significant history of breast or ovarian malignancy in the patient’s family; or c) symptoms or indications of breast disease found on examination of the patient by a medical practitioner Not being a service to which item 59300 applies (R)
",,,NA,NA,155.20,175.90,NA
59303,,01.12.1991,,5,I3,10,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,55.25,NA,,,,,,,,,01.05.2020,"Mammography of one breast if: (a) the service is specifically requested for a unilateral mammogram; and(b) there is reason to suspect the presence of malignancy because of:(i) the past occurrence of breast malignancy in the patient; or(ii) significant history of breast or ovarian malignancy in the patient’s family; or(iii) symptoms or indications of breast disease found on examination of the patient by a medical practitioner (R)
",,,NA,NA,41.45,47.00,NA
59305,,01.11.2018,,5,I3,10,,D,N,,N,N,N,N,N,N,N,C,01.11.2018,01.07.2021,116.75,NA,,,,,,,,,01.05.2020,"Three dimensional tomosynthesis of one breast, if there is reason to suspect the presence of malignancy because of: a) the past occurrence of breast malignancy in the patient; or b) significant history of breast or ovarian malignancy in the patient’s family; or c) symptoms or indications of breast disease found on examination of the patient by a medical practitioner Not being a service to which item 59303 applies (R)
",,,NA,NA,87.60,99.25,NA
59312,,01.11.1997,,5,I3,10,,S,N,,N,N,N,N,N,N,N,C,01.11.1997,01.07.2021,89.10,NA,,,,,,,,,01.05.2020,"Radiographic examination of both breasts, in conjunction with a surgical procedure on each breast, using interventional techniques (R)
",,,NA,NA,66.85,75.75,NA
59314,,01.11.1997,,5,I3,10,,S,N,,N,N,N,N,N,N,N,C,01.11.1997,01.07.2021,53.80,NA,,,,,,,,,01.05.2020,"Radiographic examination of one breast, in conjunction with a surgical procedure using interventional techniques (R)
",,,NA,NA,40.35,45.75,NA
59318,,01.11.1997,,5,I3,10,,S,N,,N,N,N,N,N,N,N,C,01.11.1997,01.07.2021,48.20,NA,,,,,,,,,01.05.2020,"Radiographic examination of excised breast tissue to confirm satisfactory excision of one or more lesions in one breast or both following pre-operative localisation in conjunction with a service under item 31536 (R)
",,,NA,NA,36.15,41.00,NA
59700,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,98.90,NA,,,,,,,,,01.05.2020,"Discography, each disc, with or without preliminary plain films and with preparation and contrast injection (R) (Anaes.) (Anaes.)
",,,NA,NA,74.20,84.10,Y
59703,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,77.75,NA,,,,,,,,,01.05.2020,"Dacryocystography, one side, with or without preliminary plain film and with preparation and contrast injection (R)
",,,NA,NA,58.35,66.10,NA
59712,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,116.45,NA,,,,,,,,,01.05.2020,"Hysterosalpingography, with or without preliminary plain films and with preparation and contrast injection (R)(Anaes.) (Anaes.)
",,,NA,NA,87.35,99.00,Y
59715,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.11.1997,01.07.2021,147.00,NA,,,,,,,,,01.05.2020,"Bronchography, one side, with or without preliminary plain films and with preparation and contrast injection, on a person under 16 years of age (R) (Anaes.) (Anaes.)
",,,NA,NA,110.25,124.95,Y
59718,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,137.90,NA,,,,,,,,,01.05.2020,"Phlebography, one side, with or without preliminary plain films and with preparation and contrast injection (R) (Anaes.) (Anaes.)
",,,NA,NA,103.45,117.25,Y
59724,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,231.90,NA,,,,,,,,,01.05.2020,"Myelography, one or more regions, with or without preliminary plain films and with preparation and contrast injection, not being a service associated with a service to which item 56219 applies (R)(Anaes.) (Anaes.)
",,,NA,NA,173.95,197.15,Y
59733,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,110.30,NA,,,,,,,,,01.05.2020,"Sialography, one side, with preparation and contrast injection, not being a service associated with a service to which item 57918 applies (R)
",,,NA,NA,82.75,93.80,NA
59739,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.11.1997,01.07.2021,75.50,NA,,,,,,,,,01.05.2020,"Sinogram or fistulogram, one or more regions, with or without preliminary plain films and with preparation and contrast injection (R)
",,,NA,NA,56.65,64.20,NA
59751,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,142.50,NA,,,,,,,,,01.05.2020,"Arthrography, each joint, excluding the facet (zygapophyseal) joints of the spine, single or double contrast study, with or without preliminary plain films and with preparation and contrast injection (R)
",,,NA,NA,106.90,121.15,NA
59754,,01.12.1991,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,224.65,NA,,,,,,,,,01.05.2020,"Lymphangiography, one or both sides, with preliminary plain films and follow-up radiography and with preparation and contrast injection (R)
",,,NA,NA,168.50,191.00,NA
59763,,01.11.1996,,5,I3,12,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.07.2021,137.10,NA,,,,,,,,,01.05.2020,"Air insufflation during video—fluoroscopic imaging including associated consultation (R)
",,,NA,NA,102.85,116.55,NA
59970,,01.11.1996,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.07.2021,172.35,NA,,,,,,,,,01.05.2020,"Angiography or digital subtraction angiography, or both, with fluoroscopy and image acquisition, using a mobile image intensifier, including any preliminary plain films, preparation and contrast injection—one or more regions (R) (Anaes.)
",,,NA,NA,129.30,146.50,NA
60000,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,577.60,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of head and neck with or without arch aortography—1 to 3 data acquisition runs (R) (Anaes.)
",,,NA,NA,433.20,491.00,NA
60003,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,847.05,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of head and neck with or without arch aortography—4 to 6 data acquisition runs (R) (Anaes.)
",,,NA,NA,635.30,759.15,NA
60006,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1204.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of head and neck with or without arch aortography—7 to 9 data acquisition runs (R) (Anaes.)
",,,NA,NA,903.40,1116.60,NA
60009,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1409.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of head and neck with or without arch aortography—10 or more data acquisition runs (R) (Anaes.)
",,,NA,NA,1057.15,1321.60,NA
60012,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,577.60,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of thorax—1 to 3 data acquisition runs (R) (Anaes.)
",,,NA,NA,433.20,491.00,NA
60015,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,847.05,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of thorax—4 to 6 data acquisition runs (R) (Anaes.)
",,,NA,NA,635.30,759.15,NA
60018,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1204.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of thorax—7 to 9 data acquisition runs (R) (Anaes.)
",,,NA,NA,903.40,1116.60,NA
60021,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1409.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of thorax—10 or more data acquisition runs (R) (Anaes.)
",,,NA,NA,1057.15,1321.60,NA
60024,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,577.60,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of abdomen—1 to 3 data acquisition runs (R) (Anaes.)
",,,NA,NA,433.20,491.00,NA
60027,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,847.05,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of abdomen—4 to 6 data acquisition runs (R) (Anaes.)
",,,NA,NA,635.30,759.15,NA
60030,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1204.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of abdomen—7 to 9 data acquisition runs (R) (Anaes.)
",,,NA,NA,903.40,1116.60,NA
60033,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1409.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of abdomen—10 or more data acquisition runs (R) (Anaes.)
",,,NA,NA,1057.15,1321.60,NA
60036,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,577.60,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of upper limb or limbs—1 to 3 data acquisition runs (R) (Anaes.)
",,,NA,NA,433.20,491.00,NA
60039,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,847.05,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of upper limb or limbs—4 to 6 data acquisition runs (R) (Anaes.)
",,,NA,NA,635.30,759.15,NA
60042,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1204.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of upper limb or limbs—7 to 9 data acquisition runs (R) (Anaes.)
",,,NA,NA,903.40,1116.60,NA
60045,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1409.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of upper limb or limbs—10 or more data acquisition runs (R) (Anaes.)
",,,NA,NA,1057.15,1321.60,NA
60048,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,577.60,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of lower limb or limbs—1 to 3 data acquisition runs (R) (Anaes.)
",,,NA,NA,433.20,491.00,NA
60051,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,847.05,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of lower limb or limbs—4 to 6 data acquisition runs (R) (Anaes.)
",,,NA,NA,635.30,759.15,NA
60054,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1204.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of lower limb or limbs—7 to 9 data acquisition runs (R) (Anaes.)
",,,NA,NA,903.40,1116.60,NA
60057,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1409.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of lower limb or limbs—10 or more data acquisition runs (R) (Anaes.)
",,,NA,NA,1057.15,1321.60,NA
60060,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,577.60,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of aorta and lower limb or limbs—1 to 3 data acquisition runs (R) (Anaes.)
",,,NA,NA,433.20,491.00,NA
60063,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,847.05,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of aorta and lower limb or limbs—4 to 6 data acquisition runs (R) (Anaes.)
",,,NA,NA,635.30,759.15,NA
60066,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1204.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of aorta and lower limb or limbs—7 to 9 data acquisition runs (R) (Anaes.)
",,,NA,NA,903.40,1116.60,NA
60069,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,1409.50,NA,,,,,,,,,01.05.2020,"Digital subtraction angiography, examination of aorta and lower limb or limbs—10 or more data acquisition runs (R) (Anaes.)
",,,NA,NA,1057.15,1321.60,NA
60072,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,49.25,NA,,,,,,,,,01.05.2020,"Selective arteriography or selective venography by digital subtraction angiography technique—one vessel (NR) (Anaes.)
",,,NA,NA,36.95,41.90,NA
60075,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,98.45,NA,,,,,,,,,01.05.2020,"Selective arteriography or selective venography by digital subtraction angiography technique—2 vessels (NR) (Anaes.)
",,,NA,NA,73.85,83.70,NA
60078,,01.11.1992,,5,I3,13,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,147.70,NA,,,,,,,,,01.05.2020,"Selective arteriography or selective venography by digital subtraction angiography technique—3 or more vessels (NR) (Anaes.)
",,,NA,NA,110.80,125.55,NA
60500,,01.12.1991,,5,I3,15,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,44.45,NA,,,,,,,,,01.05.2020,"Fluoroscopy, with general anaesthesia (not being a service associated with a radiographic examination) (R) (Anaes.)
",,,NA,NA,33.35,37.80,Y
60503,,01.12.1991,,5,I3,15,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,30.45,NA,,,,,,,,,01.05.2020,"Fluoroscopy, without general anaesthesia (not being a service associated with a radiographic examination) (R)
",,,NA,NA,22.85,25.90,NA
60506,,01.11.1992,,5,I3,15,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,65.30,NA,,,,,,,,,01.05.2020,"Fluoroscopy using a mobile image intensifier, in conjunction with a surgical procedure lasting less than 1 hour, not being a service associated with a service to which another item in this Group applies (R)
",,,NA,NA,49.00,55.55,NA
60509,,01.11.1992,,5,I3,15,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,101.30,NA,,,,,,,,,01.05.2020,"Fluoroscopy using a mobile image intensifier, in conjunction with a surgical procedure lasting 1 hour or more, not being a service associated with a service to which another item in this Group applies (R)
",,,NA,NA,76.00,86.15,NA
60918,,01.12.1991,,5,I3,16,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,48.30,NA,,,,,,,,,01.07.2021,"Arteriography (peripheral) or phlebography—one vessel, when used in association with a service to which item59970 applies, not being a service associated with a service to which any of items 60000 to 60078 apply (NR) (Anaes.)
",,,NA,NA,36.25,41.10,Y
60927,,01.12.1991,,5,I3,16,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,38.95,NA,,,,,,,,,01.07.2021,"Selective arteriogram or phlebogram, when used in association with a service to which item 59970 applies, not being a service associated with a service to which any of items 60000 to 60078 apply (NR) (Anaes.)
",,,NA,NA,29.25,33.15,Y
61109,,01.11.1992,,5,I3,17,,S,N,,N,N,N,N,N,N,N,C,31.10.1992,01.07.2021,265.15,NA,,,,,,,,,01.05.2020,"Fluoroscopy in an angiography suite with image intensification, in conjunction with a surgical procedure using interventional techniques, not being a service associated with a service to which another item in this Group applies (R)
",,,NA,NA,198.90,225.40,NA
61310,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,367.30,NA,,,,,,,,,01.05.2020,"Myocardial infarct avid study (R)
",,,NA,NA,275.50,312.25,NA
61313,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,303.35,NA,,,,,,,,,01.05.2020,"Gated cardiac blood pool study, (equilibrium) (R)
",,,NA,NA,227.55,257.85,NA
61314,,01.11.1996,,5,I4,1,,S,N,,N,N,N,N,N,N,N,C,01.11.1996,01.11.2006,420.00,NA,,,,,,,,,01.05.2020,"Gated cardiac blood pool study, with or without intervention, and first pass blood flow or cardiac shunt study (R)
",,,NA,NA,315.00,357.00,NA
